	station_id	WMO_id	station_name	latitude	longitude
73	89061.0	89061.0	PALMER STATION	-64 46 00	-064 05 00
74	56601.0		PALMER STN AIR SAMPL	-64 55 00	-064 00 00
75	77401.0		PLATEAU STATION	-79 28 00	040 35 00
76	57801.0	89083.0	SIPLE STATION	-75 55 00	-083 55 00
77	90002.0		SOUTH POLE OBSERVTRY	-90 00 00	-024 48 00
78	76301.0		SYOWA AIR SAMPLE STN	-69 00 00	039 35 00
79	86101.0		WILKES	-66 16 00	110 34 00
80	86101.0		WILKES	-66 16 00	110 34 00
81	86102.0		WILKES ICE CAP STATI	-66 28 00	112 17 00
82	11647.0		ST JOHNS	17 08 00	-061 47 00
83	11604.0		ST JOHNS COOLIDGE FI	17 07 00	-061 47 00
84	52601.0		TARTAGAL	-22 46 00	-063 49 00
85	50102.0		ASCENSION IS AIR SAM	-07 55 00	-014 25 00
86	50101.0		ASCENSION ISLAND	-07 58 00	-014 24 00
87	50101.0		ASCENSION ISLAND	-07 58 00	-014 24 00
88	82301.0		ALICE SPRINGS	-23 38 00	133 35 00
89	82502.0		AMBERLY	-27 36 00	152 43 00
90	82501.0		ARCHER	-27 35 00	153 01 00
91	83502.0		BANKSTOWN	-33 48 00	151 00 00
92	81304.0		BATCHELOR FIELD	-13 03 00	131 04 00
93	82506.0		BRISBANE	-27 26 00	153 05 00
94	82507.0		BRISBANE	-27 27 00	153 05 00
95	81401.0		CAIRNS	-16 53 00	145 45 00
96	84401.0		CAPE GRIM AIR SAMPLE	-40 41 00	144 41 00
97	82402.0		CHARLEVILLE	-26 25 00	146 16 00
98	82401.0		CHARTERS TOWERS	-20 02 00	146 08 00
99	82403.0		CLONCURRY	-20 41 00	140 30 00
100	71901.0		COCOS ISLAND	-12 12 00	096 52 00
101	83504.0		COFFS HARBOUR	-30 19 00	153 08 00
102	81403.0		COOKTOWN	-15 27 00	145 11 00
103	81302.0		DARWIN	-12 26 00	130 52 00
104	81301.0		FENTON FIELD	-13 18 00	131 08 00
105	81410.0		HIGGIN	-10 56 00	142 29 00
106	81406.0		HOEVETT	-17 03 00	145 24 00
107	81404.0		HORN ISLAND	-10 36 00	142 18 00
108	81405.0		IRON RANGE	-12 42 00	143 18 00
109	82504.0		JONDARYAN	-27 15 00	151 25 00
110	81306.0		KATHERINE	-14 27 00	132 16 00
111	82404.0		LONGREACH	-23 27 00	144 08 00
112	82405.0		MACKAY	-21 10 00	149 10 00
113	81411.0		NORMANTON SITE 8	-17 43 00	141 08 00
114	82101.0		NORTHWEST CAPE	-22 20 00	114 03 00
115	83101.0		PERTH	-31 59 00	115 49 00
116	81412.0		PRINCESS CHARLOTTE B	-14 24 00	144 15 00
117	81307.0		RANTYIRRITY POINT	-14 11 00	135 54 00
118	81407.0		REID RIVER	-19 46 00	146 51 00
119	82409.0		RICHMOND	-20 55 00	143 23 00
120	82503.0		ROCKHAMPTON	-23 24 00	150 30 00
121	83503.0		SYDNEY	-33 57 00	151 12 00
122	83405.0		TOCUMWAL	-35 48 00	145 36 00
123	82408.0		TORRENS CREEK	-21 25 00	145 14 00
124	81408.0		TOWNSVILLE	-19 16 00	146 45 00
125	83508.0		WILLIAMTOWN	-32 48 00	151 48 00
126	81409.0		WOODSTOCK	-19 36 00	146 50 00
127	34182.0		HORSCHING	48 14 00	014 11 00
128	34166.0		SALZBURG	47 48 00	013 00 00
129	34165.0		VIENNA	48 19 00	016 08 00
130	13202.0		HORTA	38 32 00	-028 38 00
131	13201.0		LAJES AB	38 43 49	-027 19 18
132	13204.0		TERCEIRA	38 49 00	-027 05 00
133	13205.0		TERCEIRA IS AIR SAMP	38 45 00	-027 05 00
134	13203.0		VILLA DO PORTO	36 58 00	-025 10 00
135	12703.0		ABRAHAM BAY	22 21 00	-072 59 00
136	12709.0		ABRAHAM BAY	22 21 00	-072 50 00
137	12713.0		ELEUTHERA ISLAND	25 16 00	-076 18 00
138	12712.0		GOLD ROCK CREEK	26 37 00	-078 22 00
139	12708.0		GRAND TURK ISLAND	21 30 00	-071 02 00
140	12714.0		GRAND TURK ISLAND	21 26 00	-071 08 00
141	12704.0		GREAT EXUMA ISLAND	23 30 00	-075 45 00
142	12706.0		GREAT EXUMA ISLAND	23 31 00	-075 47 00
143	12715.0		MAYAGUAN	22 22 00	-073 02 00
144	12710.0		NASSAU	25 03 00	-077 20 00
145	12717.0		NASSAU AP	25 03 00	-077 28 00
146	12717.0	78073.0	NASSAU AP	25 03 00	-077 28 00
147	12717.0	78073.0	NASSAU AP	25 03 00	-077 28 00
148	11708.0		NAVASSA ISLAND	18 29 00	-075 01 00
149	11713.0		NAVASSA ISLAND	18 24 00	-075 01 00
150	12716.0		SAN SALVADOR	24 04 00	-074 31 00
151	12702.0		SOUTH CAICOS ISLAND	21 29 00	-071 31 00
152	12707.0		WALKER CAY	27 16 00	-078 23 00
153	32509.0		SHAIKH ISA NODE 023	25 55 00	050 35 00
154	11501.0		CHRISTS CHURCH	13 04 00	-059 30 00
155	11504.0		RAGGED PT AIR SAMPLE	13 10 00	-059 26 00
156	35007.0		ENSIVAL	50 35 00	005 52 00
157	35006.0		KEERBERGEN	51 00 00	004 37 00
158	11818.0		BELIZE CITY	17 32 00	-088 18 00
159	13601.0	78016.0	BERMUDA	32 22 00	-064 41 00
160	13601.0	78016.0	BERMUDA	32 22 00	-064 41 00
161	13602.0		BERMUDA	32 16 00	-064 51 00
162	13604.0		SOUTHHAMPTON AIR SAM	32 16 00	-065 53 00
163	13603.0		ST DAVIDS HEAD AIR S	32 22 00	-064 39 00
164	51601.0		LA PAZ	-16 31 00	-068 11 00
165	51601.0		LA PAZ	-16 31 00	-068 11 00
166	64117.0		CAMP DEMI	44 13 00	018 44 00
167	10504.0		AMAPA	02 05 00	-050 52 00
168	10507.0		AMAPA	02 05 00	-050 52 00
169	51304.0		ARATU	-12 47 00	-038 30 00
170	52402.0		CAMP DO MARTE	-23 31 00	-046 37 00
171	51401.0		CAMP ECLIPSE	-17 12 00	-043 40 00
172	51303.0		CARAVELLAS	-17 40 00	-039 16 00
173	10505.0		CLEVELANDIA	03 52 00	-051 49 00
174	50301.0		FERNANDO DE NORONHA	-03 50 00	-032 25 00
175	50305.0		FERNANDO DE NORONHA	-03 51 00	-032 25 00
176	50310.0		FERNANDO DE NORONHA	-03 51 00	-032 25 00
177	50302.0		FORTALEZA	-03 46 00	-038 33 00
178	50306.0		FORTALEZA	-03 44 00	-038 34 00
179	52501.0		GRAVATAI	-29 57 00	-051 08 00
180	11503.0		HARP	13 06 00	-059 37 00
181	50404.0		IGARAPE	-01 04 00	-047 37 00
182	50405.0		IGARAPE	-01 04 00	-047 37 00
183	51301.0		IPITANGA	-12 54 00	-038 21 00
184	51302.0		IPITANGA	-12 54 00	-038 21 00
185	10506.0		MACAPA	00 02 00	-051 01 00
186	50307.0		MACEIO	-09 31 00	-035 49 00
187	50308.0		NATAL	-05 53 00	-035 14 00
188	50402.0		PANAIR	-02 54 00	-040 52 00
189	50304.0		PARNAMIRIM	-05 54 00	-035 15 00
190	50303.0		RECIFE	-08 07 00	-034 55 00
191	50309.0		RECIFE FAW 16	-08 07 00	-034 55 00
192	52401.0		SANTA CRUZ	-22 55 00	-043 47 00
193	50403.0		SAO LUIZ	-02 35 00	-044 14 00
194	50406.0		SAO LUIZ	-02 36 00	-044 31 00
195	50401.0		VAL DE CANS	-01 23 00	-048 29 00
196	32945.0		AKYAB	20 08 00	092 53 00
197	32952.0		ALON	22 13 00	095 06 00
198	32939.0		BAHE	23 23 00	096 34 00
199	32936.0		BHAMO	24 16 00	097 15 00
200	32950.0		DWEHLA	21 38 00	096 02 00
201	32903.0		FT HERTZ	27 24 00	097 24 00
202	32940.0		INDAINGGALE	23 17 00	094 05 00
203	32943.0		KUTKAI	23 28 00	097 55 00
204	31902.0		KYAUKPYU RAMREE ISLA	19 26 00	093 34 00
205	32942.0		LASHIO	22 59 00	097 45 00
206	32922.0		MAINGKWAN	26 20 00	096 37 00
207	32953.0		MEIKTILA	20 53 00	095 53 00
208	32949.0		MYINGYAN	21 29 00	095 26 00
209	32927.0		MYITKYINA	25 23 00	097 21 00
210	32930.0		MYITKYINA	25 25 00	097 24 00
211	31901.0		RANGOON	16 55 00	096 09 00
212	32929.0		SAHMAW	25 14 00	096 47 00
213	32925.0		SHINGBWIYANG	26 41 00	096 13 00
214	32938.0		SHWEBO	22 35 00	095 44 00
215	32941.0		SINTHE	21 24 00	094 38 00
216	32923.0		SUMPRABUM	26 33 00	097 33 00
217	32924.0		TINGKAWK SAKAN	26 04 00	096 43 00
218	32931.0		WAINGMAW	25 23 00	097 27 00
219	32926.0		WARAZUP	25 48 00	096 39 00
220	31903.0		ZAYATKWIN	17 08 00	096 20 00
221	94646.0		BATHHURST AIRPORT	47 38 00	-065 45 00
222	25112.0		BANFF	51 11 00	-115 34 00
223	25133.0		BEAVERLODGE	55 12 00	-119 27 00
224	25140.0		BEAVERLODGE	55 11 00	-119 22 00
225	25146.0		BROOKS	50 33 00	-111 54 00
226	25110.0		CALGARY	51 06 00	-114 01 00
227	25110.0		CALGARY	51 06 00	-114 01 00
228	25130.0		CALGARY	51 06 00	-114 01 00
229	25144.0		CANOE LAKE	54 57 00	-110 23 00
230	25136.0		CHESTERMERE LAKE	51 02 00	-113 44 00
231	25126.0		CLARESHOLM	50 00 00	-113 38 00
232	25129.0		COLD LAKE	54 25 00	-110 17 00
233	25113.0		CORONATION	52 06 00	-111 27 00
234	94111.0		COWLEY	49 38 00	-114 05 00
235	25102.0		EDMONTON	53 34 00	-113 31 00
236	25111.0		EDMONTON	53 34 00	-113 31 00
237	25142.0		EDMONTON	53 19 00	-113 35 00
238	25142.0		EDMONTON	53 19 00	-113 35 00
239	25108.0		EDMONTON NAMAO	53 40 00	-113 29 00
240	25108.0		EDMONTON NAMAO	53 40 00	-113 28 00
241	25145.0		EDMONTON STONY	53 33 00	-114 06 00
242	25141.0		EDSON	53 35 00	-116 27 00
243	25157.0		EDSON AUT	53 35 00	-116 27 00
244	25103.0		EMBARRAS	58 12 00	-111 23 00
245	25114.0		FAIRVIEW	56 04 00	-118 23 00
246	25104.0		FAWCETT	54 28 00	-114 06 00
247	25151.0		FOOTNER FR	58 37 00	-117 10 00
248	25143.0		FT CHIPEWYAN	58 43 00	-111 09 00
249	25148.0		FT CHIPEWYAN	58 46 00	-111 07 00
250	25131.0		FT VERMILION	58 23 00	-116 03 00
251	25115.0		GRANDE PRAIRIE	55 11 00	-118 53 00
252	25147.0		HIGH LEVEL	58 31 00	-117 06 00
253	25137.0		HIGH RIVER	50 28 00	-114 10 00
254	25116.0		JASPER	52 53 00	-118 04 00
255	25155.0		JASPER HINTON	53 19 00	-117 45 00
256	25117.0		KEG RIVER	57 47 00	-117 50 00
257	25125.0		LAC LA BICHE	54 46 00	-112 01 00
258	25158.0		LAC LA BICHE AUT	54 46 00	-112 01 00
259	25109.0		LITTLE SMOKEY	55 19 00	-116 59 00
260	94148.0		MACLEOD	49 42 00	-113 25 00
261	25105.0		MCMURRAY	56 39 00	-111 13 00
262	25118.0		MEDICINE HAT	50 01 00	-110 43 00
263	25138.0		MORLEY	51 10 00	-114 51 00
264	25139.0		OGDEN	50 58 00	-113 59 00
265	25101.0		PEACE RIVER	56 14 00	-117 26 00
266	94153.0		PINCHER CREEK	49 30 00	-113 57 00
267	94164.0		PINCHER CREEK AP	49 31 00	-114 00 00
268	94159.0		PINCHER CREEK AUT	49 30 00	-113 57 00
269	94165.0		PINCHER CREEK AUT	49 31 00	-114 00 00
270	25154.0		PRIMROSE LAKE ROK SD	54 48 00	-110 05 00
271	25119.0		RED DEER	52 11 00	-113 54 00
272	25121.0		ROCKY MOUNTAIN HOUSE	52 23 00	-114 55 00
273	25156.0		ROCKY MOUNTAIN HOUSE	52 26 00	-114 55 00
274	25159.0		ROCKY MOUNTAIN HOUSE	52 26 00	-114 54 00
275	25160.0		ROCKY MOUNTAIN HOUSE	52 26 00	-114 55 00
276	25153.0		SLAVE LAKE	55 18 00	-114 47 00
277	25132.0		STONEY MOUNTAIN	56 23 00	-111 16 00
278	25122.0		SUFFIELD	50 16 00	-111 11 00
279	25106.0		VALLEY VIEW	55 05 00	-117 15 00
280	25123.0		VERMILION	53 21 00	-110 50 00
281	25135.0		VULCAN	50 24 00	-113 26 00
282	25107.0		WAGNER	55 21 00	-114 59 00
283	25124.0		WHITECOURT	54 08 00	-115 40 00
284	25161.0		WHITECOURT AUT	54 09 00	-115 47 00
285	25166.0		CALGARY SPRINGBANK I	51 06 00	-114 02 00
286	25165.0		EDMONTON BILLENTUVE	53 40 00	-113 52 00
287	94188.0		LETHBRIDGE	49 42 00	-112 47 00
288	25168.0		SOUSA CREEK	58 35 00	-118 30 00
289	25168.0		SOUSA CREEK	58 35 00	-118 30 00
290	24288.0		ABBOTSFORD	49 01 00	-122 22 00
291	24288.0		ABBOTSFORD	49 01 00	-122 22 00
292	25212.0		ALERT BAY	50 35 00	-126 56 00
293	94233.0		ALLISON PASS	49 08 00	-120 50 00
294	25230.0		ALTA LAKE	50 09 00	-122 57 00
295	94272.0		AMPHITRITE POINT	48 55 00	-125 33 00
296	25213.0		ASHCROFT	50 42 00	-121 19 00
297	25351.0		ATLIN	59 35 00	-133 43 00
298	25163.0		BANFF	51 12 00	-115 33 00
299	25214.0		BEATTON RIVER	57 23 00	-121 23 00
300	25240.0		BELLA BELLA	52 09 00	-128 05 00
301	14628.0		BLISSVILLE	45 37 00	-066 33 00
302	25149.0		BLUE RIVER	52 01 00	-119 04 00
303	25162.0		BLUE RIVER AUT	52 07 00	-119 18 00
304	25354.0		BONILLA ISLAND	53 30 00	-130 38 00
305	94229.0		BOUNDARY BAY	49 00 00	-122 44 00
306	25215.0		BULL HARBOUR	50 55 00	-127 57 00
307	25252.0		BURNS LAKE	54 13 00	-125 46 00
308	25201.0		CAMP BLUEBERRY	56 42 00	-121 45 00
309	94241.0		CAMPBELL RIVER	49 57 00	-125 16 00
310	94252.0		CAMPBELL RIVER AUT	49 57 00	-125 16 00
311	24289.0		CAPE LAZO	49 42 00	-124 52 00
312	25250.0		CAPE SCOTT	50 47 00	-128 25 00
313	25342.0		CAPE ST JAMES	51 56 00	-131 01 00
314	94109.0		CARMI	49 30 00	-119 05 00
315	94110.0		CASTLEGAR	49 18 00	-117 38 00
316	25244.0		CHATHAM POINT	50 20 00	-125 26 00
317	24291.0		CHILLIWACK	49 10 00	-121 57 00
318	25254.0		CLINTON	51 09 00	-121 03 00
319	25245.0		COAL HARBOUR	50 26 00	-127 35 00
320	25202.0		COAL RIVER	59 39 00	-127 04 00
321	24292.0		COMOX	49 43 00	-124 54 00
322	24292.0		COMOX	49 43 00	-124 54 00
323	94112.0		CRANBROOK	49 32 00	-115 46 00
324	94157.0		CRANBROOK	49 36 00	-115 47 00
325	94113.0		CRESCENT VALLEY	49 27 00	-117 34 00
326	25203.0		DAWSON CREEK	55 45 00	-120 15 00
327	25238.0		DAWSON CREEK	55 47 00	-120 12 00
328	25248.0		DAWSON CREEK	55 44 00	-120 11 00
329	25352.0		DEADTREE POINT	53 22 00	-131 56 00
330	25305.0		DEASE LAKE	58 25 00	-130 00 00
331	94237.0		DEPARTURE BAY RS	49 14 00	-123 57 00
332	25216.0		DOG CREEK	51 38 00	-122 15 00
333	24293.0		ESTEVAN POINT	49 23 00	-126 32 00
334	94250.0		ESTEVAN POINT	49 23 00	-126 33 00
335	25239.0		ETHELDA BAY	53 03 00	-129 41 00
336	94254.0		FATURNA ISLAND AUT	48 47 00	-123 03 00
337	25217.0		FINLAY FORKS	56 00 00	-123 49 00
338	25210.0		FORT NELSON	58 50 00	-122 35 00
339	25258.0		FORT SAINT JAMES AUT	54 25 00	-124 25 00
340	25211.0		FORT ST JOHN	56 18 00	-120 50 00
341	25231.0		FORT ST JOHN	56 14 00	-120 44 00
342	25218.0		FT NELSON MUSKWA	58 50 00	-122 35 00
343	25232.0		GERMANSEN LANDING	55 47 00	-124 42 00
344	25237.0		HOLBERG	50 39 00	-128 00 00
345	24294.0		HOPE	49 23 00	-121 26 00
346	94283.0		HOPE	49 22 00	-121 29 00
347	94244.0		HOPE AUT	49 22 00	-121 29 00
348	25241.0		HUDSON HOPE	56 02 00	-121 55 00
349	25219.0		IVORY ISLAND	52 16 00	-128 24 00
350	25220.0		KAMLOOPS	50 43 00	-120 25 00
351	94151.0		KELOWNA	49 58 00	-119 23 00
352	25234.0		KELSEY BAY	50 23 00	-125 57 00
353	94114.0		KIMBERLEY	49 44 00	-115 47 00
354	25356.0		KINDA RUN POINT	53 19 00	-132 46 00
355	25221.0		KLENA KLEENE	51 59 00	-124 39 00
356	25343.0		LANGARA	54 15 00	-133 03 00
357	25259.0		LAWN POINT AUT	50 20 00	-127 58 00
358	94108.0		LETHBRIDGE	49 38 00	-112 48 00
359	25253.0		LIARD RIVER	59 27 00	-126 09 00
360	25242.0		LILLODET	50 41 00	-121 56 00
361	25304.0		LOG CABIN	59 46 00	-134 59 00
362	25222.0		LYTTON	50 14 00	-121 34 00
363	25271.0		LYTTON	50 14 00	-121 35 00
364	25255.0		MACKENZIE	55 18 00	-123 08 00
365	25344.0		MASSET	54 00 00	-132 10 00
366	25236.0		MCINNES ISLAND	52 16 00	-128 43 00
367	25249.0		MCLEOD LAKE	55 02 00	-123 02 00
368	24295.0		MERRY ISLAND	49 28 00	-123 54 00
369	25306.0		MORLEY RIVER	59 30 00	-131 46 00
370	94160.0		MOUNT KOBAU OBSERVAT	49 07 00	-119 41 00
371	25204.0		MUNCHO LAKE	58 55 00	-125 46 00
372	24290.0		NANAIMO	49 03 00	-123 52 00
373	94149.0		NELSON	49 29 00	-117 17 00
374	25228.0		NELSON FORKS	59 30 00	-124 00 00
375	25233.0		NEW HAZELTON	55 14 00	-127 36 00
376	94115.0		OLD GLORY MOUNTAIN	49 09 00	-117 55 00
377	15045.0		OSV P 17	50 00 00	-145 00 00
378	24296.0		PACHENA POINT	48 43 00	-125 06 00
379	24297.0		PATRICIA BAY	48 39 00	-123 26 00
380	24297.0		PATRICIA BAY	48 39 00	-123 26 00
381	94116.0		PENTICTON	49 28 00	-119 36 00
382	94235.0		PITT MEADOWS	49 18 00	-122 41 00
383	24298.0		PORT ALBERNI	49 15 00	-124 48 00
384	94243.0		PORT ALBERNI	49 15 00	-124 50 00
385	94260.0		PORT ALBERNI AUT	49 15 00	-124 50 00
386	25223.0		PORT HARDY	50 41 00	-127 22 00
387	25206.0		PRINCE GEORGE	53 53 00	-122 41 00
388	25345.0		PRINCE RUPERT	54 17 00	-130 23 00
389	25353.0		PRINCE RUPERT	54 18 00	-130 26 00
390	24299.0		PRINCETON	49 28 00	-120 31 00
391	25246.0		PUNTZI MOUNTAIN	52 10 00	-124 12 00
392	25251.0		PUNTZI MOUNTAIN	52 07 00	-124 05 00
393	25256.0		PUNTZI MOUNTAIN AUT	52 07 00	-124 05 00
394	25224.0		QUESNEL	53 02 00	-122 31 00
395	25120.0		REVELSTOKE	51 00 00	-118 12 00
396	25150.0		REVELSTOKE	50 58 00	-118 11 00
397	25167.0		REVELSTOKE	50 58 00	-118 11 00
398	25355.0		ROSE SPIT AUT	54 12 00	-131 39 00
399	25346.0		SANDSPIT	53 15 00	-131 49 00
400	25349.0		SEAL COVE	54 20 00	-130 17 00
401	94245.0		SHERINGHAM POINT AUT	48 23 00	-123 55 00
402	25226.0		SMITH RIVER	59 54 00	-126 26 00
403	25225.0		SMITHERS	54 49 00	-127 11 00
404	94166.0		SPARWOOD	49 45 00	-114 53 00
405	25227.0		SPRING ISLAND	50 00 00	-127 25 00
406	25257.0		STEWART AUT	55 56 00	-129 59 00
407	94152.0		SUMMERLAND RS	49 34 00	-119 39 00
408	25205.0		SUMMIT LAKE	58 39 00	-124 38 00
409	25209.0		TAKLA LANDING	55 28 00	-125 57 00
410	25350.0		TELEGRAPH CREEK	57 54 00	-131 09 00
411	25229.0		TERRACE	54 28 00	-128 35 00
412	94231.0		TOFINO	49 05 00	-125 47 00
413	94234.0		TOFINO	49 05 00	-125 46 00
414	25347.0		TRIPLE ISLAND	54 18 00	-130 53 00
415	25207.0		TROUT LIARD	59 23 00	-126 07 00
416	25208.0		TRUTCH	57 45 00	-122 54 00
417	94232.0		UCLUELET	48 56 00	-125 31 00
418	24287.0		VANCOUVER	49 11 00	-123 10 00
419	24287.0		VANCOUVER	49 11 00	-123 10 00
420	94246.0		VANCOUVER HARBOUR	49 18 00	-123 07 00
421	94230.0		VANCOUVER JERICHO BE	49 18 00	-123 12 00
422	94238.0		VANCOUVER UNIV OF BC	49 16 00	-123 15 00
423	25243.0		VANDERHOOF	54 04 00	-124 01 00
424	25134.0		VERNON	50 15 00	-119 20 00
425	25152.0		VERNON BRIDGE	50 14 00	-119 17 00
426	94247.0		VICTORIA GON	48 25 00	-123 19 00
427	94201.0		VICTORIA GONZALES HE	48 25 00	-123 19 00
428	94242.0		VICTORIA MARINE RADI	48 22 00	-123 45 00
429	94226.0		WESTVIEW	49 49 00	-124 30 00
430	25235.0		WILLIAMS LAKE	52 09 00	-122 08 00
431	25247.0		WILLIAMS LAKE	52 11 00	-122 03 00
432	25269.0		PINK MOUNTAIN FIGURE 2	57 02 00	-122 31 00
433	25275.0			50 08 00	-122 57 00
434	25366.0	71484.0	BONNILLA ISLAND	53 30 00	-130 38 00
435	25272.0	71952.0	BURNS LAKE AP	54 23 00	-125 57 00
436	25266.0	71482.0	CATHEDRAL POINT	52 11 00	-127 28 00
437	25365.0		GREY ISLET	54 35 00	-130 42 00
438	25267.0	71481.0	HELMCKEN	50 24 00	-125 52 00
439	25267.0	71481.0	HELMCKEN	50 24 00	-125 52 00
440	25264.0	71485.0	HERBERT ISLAND	50 56 00	-127 38 00
441	25169.0		NAKUSP CS	50 16 00	-117 49 00
442	25268.0	46182.0	NANAKWA SHOALS	53 49 00	-128 50 00
443	25270.0		PEMBERTON ARPT	50 18 00	-122 44 00
444	25364.0	71477.0	ROSE SPIT AUTOMATIC	54 11 00	-131 39 00
445	25263.0	71478.0	SARTINE ISLAND AUTO	50 49 00	-129 54 00
446	25265.0		SOLANDER ISLAND	50 07 00	-127 56 00
447	15916.0		BEAUSEJOUR	50 09 00	-096 13 00
448	15912.0		BIRD	56 30 00	-094 12 00
449	15920.0		BISSETT	51 02 00	-095 40 00
450	14997.0		BRANDON	49 55 00	-099 57 00
451	25007.0		BROCHET	57 53 00	-101 40 00
452	94921.0		CAMP SHILO	49 49 00	-099 39 00
453	94924.0		CARBERRY	49 52 00	-099 21 00
454	15901.0		CHURCHILL	58 45 00	-094 04 00
455	25024.0		CRANBERRY PORTAGE	54 37 00	-101 21 00
456	15902.0		DUCK LAKE	59 22 00	-097 23 00
457	25001.0		FLIN FLON	54 41 00	-101 41 00
458	15903.0		GILLAM	56 21 00	-094 42 00
459	15905.0		GIMLI	50 38 00	-097 03 00
460	15922.0		GIMLI	50 37 00	-096 59 00
461	15913.0		GODS LAKE	54 40 00	-094 08 00
462	15917.0		GRAND RAPIDS	53 11 00	-099 16 00
463	15927.0		GRAND RAPIDS	53 11 00	-099 16 00
464	94920.0		GRETNA	49 02 00	-097 34 00
