######################################################################################## 
# This file contains data retrieved from the CDS https://https://cds-test.copernicus-climate.eu/cdsapp#!/dataset/insitu-comprehensive-upper-air-observation-network 
# This is a C3S product under the following licences: 
#     - licence-to-use-copernicus-products 
#     - igra-data-policy 
# This is a CSV file following the CDS convention cdm-obs 
# Data source: CUON 
# Version: 23 - 26-Nov-2024 14:04:23 
# Time extent: 1979.12.31 
# Geographic area: [48.248600006103516, 16.356399536132812, 48.25, 16.3700008392334] [South_West_North_East] 
# Variables selected: air_temperature [K], relative_humidity [1] 
######################################################################################### 
# The column names below are from the following cdm-obs tables 
# observations_table,observations_table,observations_table,observations_table,station_configuration,observations_table,observations_table,observations_table
date_time,latitude,longitude,report_id,station_id,z_coordinate,variable,observation_value
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",25000.000000,"air_temperature",210.300003
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",27800.000000,"air_temperature",215.500000
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",28600.000000,"air_temperature",215.176086
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",29300.000000,"air_temperature",214.899994
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",30000.000000,"air_temperature",216.100006
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",38300.000000,"air_temperature",231.899994
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",38800.000000,"air_temperature",232.377823
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",40000.000000,"air_temperature",233.500000
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",41200.000000,"air_temperature",234.699997
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",43100.000000,"air_temperature",237.100006
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",44600.000000,"air_temperature",235.500000
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",45000.000000,"air_temperature",235.545135
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",46400.000000,"air_temperature",235.699997
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",49000.000000,"air_temperature",238.180756
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",50000.000000,"air_temperature",239.100006
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",60000.000000,"air_temperature",248.300705
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",61200.000000,"air_temperature",249.300003
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",67800.000000,"air_temperature",254.100006
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",70000.000000,"air_temperature",254.899994
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",70700.000000,"air_temperature",254.699997
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",75000.000000,"air_temperature",258.299988
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",80000.000000,"air_temperature",262.321930
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",85000.000000,"air_temperature",266.100006
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",92500.000000,"air_temperature",271.387970
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",98000.000000,"air_temperature",275.000000
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",29800.000000,"relative_humidity",0.548096
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",30000.000000,"relative_humidity",0.555838
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",34300.000000,"relative_humidity",0.610798
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",39100.000000,"relative_humidity",0.662549
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",40000.000000,"relative_humidity",0.629150
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",46000.000000,"relative_humidity",0.390386
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",48100.000000,"relative_humidity",0.273993
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",50000.000000,"relative_humidity",0.282825
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",57000.000000,"relative_humidity",0.380118
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",60000.000000,"relative_humidity",0.421935
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",60700.000000,"relative_humidity",0.431658
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",64000.000000,"relative_humidity",0.991216
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",65000.000000,"relative_humidity",0.991308
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",70000.000000,"relative_humidity",0.795343
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",71300.000000,"relative_humidity",0.738357
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",80000.000000,"relative_humidity",0.660857
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",85000.000000,"relative_humidity",0.626235
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",87400.000000,"relative_humidity",0.630055
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",91000.000000,"relative_humidity",0.635511
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",92500.000000,"relative_humidity",0.678775
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",94300.000000,"relative_humidity",0.732500
"1979-12-31 11:30:00+00",48.248600,16.356400,"19790000000000001459","0-20001-0-11035",97800.000000,"relative_humidity",0.694319
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",27800.000000,"relative_humidity",0.459074
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",28600.000000,"relative_humidity",0.457787
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",29300.000000,"relative_humidity",0.456689
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",30000.000000,"relative_humidity",0.461448
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",38300.000000,"relative_humidity",0.519905
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",38800.000000,"relative_humidity",0.521546
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",40000.000000,"relative_humidity",0.525401
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",41200.000000,"relative_humidity",0.590248
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",43100.000000,"relative_humidity",0.482885
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",44600.000000,"relative_humidity",0.191593
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",45000.000000,"relative_humidity",0.191740
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",46400.000000,"relative_humidity",0.192241
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",49000.000000,"relative_humidity",0.200295
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",50000.000000,"relative_humidity",0.203280
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",60000.000000,"relative_humidity",0.256354
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",61200.000000,"relative_humidity",0.262118
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",67800.000000,"relative_humidity",0.407850
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",70000.000000,"relative_humidity",0.707272
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",70700.000000,"relative_humidity",0.871727
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",75000.000000,"relative_humidity",0.897754
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",80000.000000,"relative_humidity",0.814655
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",85000.000000,"relative_humidity",0.736595
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",92500.000000,"relative_humidity",0.711324
"1979-12-31 23:30:00+00",48.250000,16.370001,"19800000000000000000","0-20001-0-11035",98000.000000,"relative_humidity",0.694062
