primary_id	secondary_id	station_name	latitude	longitude	start	end	file
0-20000-0-60390	[]	DAR-EL-BEIDA	36.683	3.217	1948-01-01 00:00:00	2020-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60390__Latitude_36.6833__Longitude_3.2167__Elev_25.0__dummy_nan__StationName_DAR-EL-BEIDA__From_1948__To_2020__Nrec_68680__
0-20000-0-60402	[]	BEJAIA-AEROPORT	36.717	5.067	1973-01-01 00:00:00	1988-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60402__Latitude_36.717__Longitude_5.067__Elev_6.0__dummy_nan__StationName_BEJAIA-AEROPORT__From_1973__To_1988__Nrec_12372__
0-20000-0-60419	[]	CONSTANTINE	36.283	6.617	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60419__Latitude_36.283__Longitude_6.617__Elev_694.0__dummy_nan__StationName_CONSTANTINE__From_1973__To_2008__Nrec_21262__
0-20000-0-60425	[]	CHLEF	36.217	1.333	1973-01-01 00:00:00	1977-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60425__Latitude_36.217__Longitude_1.333__Elev_141.0__dummy_nan__StationName_CHLEF__From_1973__To_1977__Nrec_3213__
0-20000-0-60430	[]	MILIANA	36.3	2.233	1973-01-01 00:00:00	1990-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60430__Latitude_36.3__Longitude_2.233__Elev_715.0__dummy_nan__StationName_MILIANA__From_1973__To_1990__Nrec_14988__
0-20000-0-60445	[]	SETIF/AIN ARNAT	36.183	5.25	1983-01-01 00:00:00	1989-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60445__Latitude_36.183__Longitude_5.25__Elev_1040.0__dummy_nan__StationName_SETIF__From_1983__To_1989__Nrec_5598__
0-20000-0-60475	[]	TEBESSA	35.417	8.117	1974-01-01 00:00:00	1991-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60475__Latitude_35.417__Longitude_8.117__Elev_811.0__dummy_nan__StationName_TEBESSA__From_1974__To_1991__Nrec_6009__
0-20000-0-60461	[]	ORAN-PORT	35.633	-0.6	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60490__Latitude_35.633__Longitude_-0.6__Elev_90.0__dummy_nan__StationName_ORAN-SENIA__From_1973__To_2008__Nrec_38241__
0-20000-0-60511	[]	TIARET	35.35	1.467	1987-01-01 00:00:00	1988-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60511__Latitude_35.35__Longitude_1.467__Elev_989.0__dummy_nan__StationName_TIARET__From_1987__To_1988__Nrec_280__
0-20000-0-60525	[]	BISKRA	34.8	5.733	1973-01-01 00:00:00	2002-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60525__Latitude_34.8__Longitude_5.733__Elev_87.0__dummy_nan__StationName_BISKRA__From_1973__To_2002__Nrec_19871__
-1	[]		34.683	3.25	1974-01-01 00:00:00	1989-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60535__Latitude_34.6833__Longitude_3.25__Elev_1144.0__dummy_nan__StationName_DJELFA__From_1974__To_1989__Nrec_9814__
0-20000-0-60549	[]	MECHERIA	33.533	-0.283	1982-01-01 00:00:00	2012-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60549__Latitude_33.5333__Longitude_-0.2833__Elev_1123.0__dummy_nan__StationName_MECHERIA__From_1982__To_2012__Nrec_6933__
0-20000-0-60550	[]	EL-BAYADH	33.683	1.0	1977-01-01 00:00:00	1991-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60550__Latitude_33.683__Longitude_1.0__Elev_1341.0__dummy_nan__StationName_EL-BAYADH__From_1977__To_1991__Nrec_10962__
0-20000-0-60559	[]	EL-OUED	33.5	6.783	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60559__Latitude_33.5__Longitude_6.783__Elev_63.0__dummy_nan__StationName_EL-OUED__From_1973__To_2008__Nrec_28456__
0-20000-0-60566	[]	GHARDAIA	32.383	3.817	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60566__Latitude_32.383__Longitude_3.817__Elev_450.0__dummy_nan__StationName_GHARDAIA__From_1973__To_2008__Nrec_31999__
0-20000-0-60571	[]	BECHAR	31.5	-2.25	1948-01-01 00:00:00	2020-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60571__Latitude_31.5__Longitude_-2.25__Elev_811.0__dummy_nan__StationName_BECHAR__From_1948__To_2020__Nrec_58258__
-1	[]		31.933	5.4	1963-01-01 00:00:00	1997-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60580__Latitude_31.9333__Longitude_5.4__Elev_152.0__dummy_nan__StationName_OUARGLA__From_1963__To_1997__Nrec_2887__
0-20000-0-60590	[]	EL-GOLEA	30.567	2.867	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60590__Latitude_30.567__Longitude_2.867__Elev_397.0__dummy_nan__StationName_EL-GOLEA__From_1973__To_2008__Nrec_31528__
0-20000-0-60602	[]	BENI-ABBES	30.133	-2.167	1981-01-01 00:00:00	1990-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60602__Latitude_30.133__Longitude_-2.167__Elev_505.0__dummy_nan__StationName_BENI-ABBES__From_1981__To_1990__Nrec_7838__
0-20000-0-60607	[]	TIMIMOUN	29.25	0.283	1973-01-01 00:00:00	1991-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60607__Latitude_29.25__Longitude_0.283__Elev_312.0__dummy_nan__StationName_TIMIMOUN__From_1973__To_1991__Nrec_9666__
0-20000-0-60611	[]	IN-AMENAS	28.05	9.633	1973-01-01 00:00:00	1989-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60611__Latitude_28.05__Longitude_9.633__Elev_563.0__dummy_nan__StationName_IN-AMENAS__From_1973__To_1989__Nrec_12360__
0-20000-0-60620	[]	ADRAR	27.883	-0.283	1973-01-01 00:00:00	2008-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60620__Latitude_27.883__Longitude_-0.283__Elev_263.0__dummy_nan__StationName_ADRAR__From_1973__To_2008__Nrec_22304__
-1	[]		26.967	1.083	1949-01-01 00:00:00	1962-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60625__Latitude_26.9667__Longitude_1.0833__Elev_309.0__dummy_nan__StationName_AOULEF__From_1949__To_1962__Nrec_3606__
0-20000-0-60630	[]	IN-SALAH	27.233	2.5	1964-01-01 00:00:00	2020-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60630__Latitude_27.2333__Longitude_2.5__Elev_273.0__dummy_nan__StationName_IN-SALAH__From_1964__To_2020__Nrec_48950__
0-20000-0-60640	[]	ILLIZI	26.5	8.417	1973-01-01 00:00:00	1986-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60640__Latitude_26.5__Longitude_8.417__Elev_558.0__dummy_nan__StationName_ILLIZI__From_1973__To_1986__Nrec_502__
0-20000-0-60656	[]	TINDOUF	27.7	-8.167	1973-01-01 00:00:00	2020-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60656__Latitude_27.7__Longitude_-8.1667__Elev_443.0__dummy_nan__StationName_TINDOUF__From_1973__To_2020__Nrec_13467__
0-20000-0-60670	[]	DJANET	24.267	9.467	1973-01-01 00:00:00	1985-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60670__Latitude_24.267__Longitude_9.467__Elev_968.0__dummy_nan__StationName_DJANET__From_1973__To_1985__Nrec_6261__
-1	[]		23.817	5.15	1964-01-01 00:00:00	1965-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60678__Latitude_23.8167__Longitude_5.15__Elev_1006.0__dummy_nan__StationName_IN AMGUEL__From_1964__To_1965__Nrec_144__
0-20000-0-60680	[]	TAMANRASSET	22.8	5.433	1934-01-01 00:00:00	2020-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60680__Latitude_22.8__Longitude_5.4333__Elev_1377.0__dummy_nan__StationName_TAMANRASSET__From_1934__To_2020__Nrec_55458__
0-20000-0-60686	[]	BORDJ-BADJ-MOKHTAR	21.333	0.95	2011-01-01 00:00:00	2012-12-31 00:00:00	CC_AG__Network_M__Code_000__StationId_60686__Latitude_21.3333__Longitude_0.95__Elev_398.0__dummy_nan__StationName_BORDJ-BADJ-MOKHTAR__From_2011__To_2012__Nrec_231__
0-20000-0-60371	[]	OUED KORICHE	36.77	3.05	1930-01-01 00:00:00	1938-12-31 00:00:00	CC_AG__Network_X__Code_UAE__StationId_04843__Latitude_36.77__Longitude_3.05__Elev_50.0__dummy_nan__StationName_ALGER__From_1930__To_1938__Nrec_2691__
0-20000-0-37579	[]	ALIBAY	41.55	46.667	1973-01-01 00:00:00	1978-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37575__Latitude_41.55__Longitude_46.667__Elev_490.0__dummy_nan__StationName_ZAKATALA__From_1973__To_1978__Nrec_424__
0-20000-0-37735	[]	GANDJA	40.717	46.417	1973-01-01 00:00:00	1982-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37735__Latitude_40.717__Longitude_46.417__Elev_311.0__dummy_nan__StationName_GANDJA__From_1973__To_1982__Nrec_818__
0-20000-0-37747	[]	EVLAKH AIRPORT	40.617	47.15	1973-01-01 00:00:00	1973-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37747__Latitude_40.617__Longitude_47.15__Elev_15.0__dummy_nan__StationName_EVLAKH AIRPORT__From_1973__To_1973__Nrec_164__
0-20000-0-37860	[]	MASHTAGA	40.533	50.0	1947-01-01 00:00:00	2016-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37860__Latitude_40.5333__Longitude_50.0__Elev_27.0__dummy_nan__StationName_MASHTAGA__From_1947__To_2016__Nrec_11887__
0-20000-0-37893	[]	AGDAM	39.983	46.75	1973-01-01 00:00:00	1980-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37895__Latitude_39.983__Longitude_46.75__Elev_828.0__dummy_nan__StationName_KHANKANDY__From_1973__To_1980__Nrec_657__
0-20000-0-37936	[]	NAXCIVAN	39.2	45.417	1973-01-01 00:00:00	1980-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37936__Latitude_39.2__Longitude_45.417__Elev_885.0__dummy_nan__StationName_NAXCIVAN__From_1973__To_1980__Nrec_914__
0-20000-0-37985	[]	LANKARAN	38.733	48.833	1953-01-01 00:00:00	1997-12-31 00:00:00	CC_AJ__Network_M__Code_000__StationId_37985__Latitude_38.733__Longitude_48.833__Elev_-11.0__dummy_nan__StationName_LANKARAN__From_1953__To_1997__Nrec_33653__
0-20000-0-37686	[]	GYUMRI	40.783	43.833	1973-01-01 00:00:00	1976-12-31 00:00:00	CC_AM__Network_M__Code_000__StationId_37686__Latitude_40.783__Longitude_43.833__Elev_1512.0__dummy_nan__StationName_GUMRI__From_1973__To_1976__Nrec_147__
0-20001-0-37789	[]	YEREVAN AERO	40.217	44.502	1949-01-01 00:00:00	2020-12-31 00:00:00	CC_AM__Network_M__Code_000__StationId_37789__Latitude_40.2169__Longitude_44.5017__Elev_1134.0__dummy_nan__StationName_YEREVAN AERO__From_1949__To_2020__Nrec_37079__
0-20000-0-66152	[]	DUNDO	-7.4	20.817	1952-01-01 00:00:00	1975-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66152__Latitude_-7.4__Longitude_20.817__Elev_776.0__dummy_nan__StationName_DUNDO__From_1952__To_1975__Nrec_6240__
0-20000-0-66160	[]	LUANDA	-8.85	13.233	1948-01-01 00:00:00	1993-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66160__Latitude_-8.85__Longitude_13.233__Elev_74.0__dummy_nan__StationName_LUANDA__From_1948__To_1993__Nrec_8531__
0-20000-0-66285	[]	LUENA (LUSO)	-11.783	19.917	1952-01-01 00:00:00	1975-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66285__Latitude_-11.783__Longitude_19.917__Elev_1329.0__dummy_nan__StationName_LUENA (LUSO)__From_1952__To_1975__Nrec_1995__
0-20000-0-66318	[]	HUAMBO (NOVA LISBOA)	-12.8	15.75	1952-01-01 00:00:00	1973-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66318__Latitude_-12.8__Longitude_15.75__Elev_1703.0__dummy_nan__StationName_HUAMBO__From_1952__To_1973__Nrec_301__
0-20000-0-66390	[]	LUBANGO (SA DA BANDEIRA)	-14.933	13.567	1973-01-01 00:00:00	1974-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66390__Latitude_-14.933__Longitude_13.567__Elev_1761.0__dummy_nan__StationName_LUBANGO__From_1973__To_1974__Nrec_236__
0-20000-0-66422	[]	MOCAMEDES	-15.217	12.167	1954-01-01 00:00:00	1970-12-31 00:00:00	CC_AO__Network_M__Code_000__StationId_66422__Latitude_-15.2167__Longitude_12.1667__Elev_52.0__dummy_nan__StationName_MOCAMEDES__From_1954__To_1970__Nrec_1595__
0-20000-0-66305	[]	LOBITO	-12.37	13.53	1952-01-01 00:00:00	1952-12-31 00:00:00	CC_AO__Network_X__Code_UAE__StationId_05971__Latitude_-12.37__Longitude_13.53__Elev_1.0__dummy_nan__StationName_LOBITO__From_1952__To_1952__Nrec_100__
0-20000-0-91765	[]	PAGO PAGO/INT.AIRP. AMERICAN SAMOA	-14.338	-170.719	1966-01-01 00:00:00	2020-12-31 00:00:00	CC_AQ__Network_M__Code_000__StationId_91765__Latitude_-14.3383__Longitude_-170.7192__Elev_5.5__dummy_nan__StationName_PAGO PAGO/INT.AIRP. AMERICAN S__From_1966__To_2020__Nrec_47191__
0-20000-0-91764	[]	CAPE TAPUTAPU AWS, AMERICAN SAMOA *	-14.367	-170.783	1962-01-01 00:00:00	1962-12-31 00:00:00	CC_AQ__Network_W__Code_000__StationId_61704__Latitude_-14.3667__Longitude_-170.7833__Elev_21.0__dummy_nan__StationName_LEONE BAY AMERICAN S__From_1962__To_1962__Nrec_359__
0-20000-0-87047	[]	SALTA AERO	-24.85	-65.483	1965-01-01 00:00:00	2014-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87047__Latitude_-24.85__Longitude_-65.4833__Elev_1238.0__dummy_nan__StationName_SALTA AERO__From_1965__To_2014__Nrec_19838__
0-20000-0-87155	[]	RESISTENCIA AERO	-27.45	-59.05	1961-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87155__Latitude_-27.45__Longitude_-59.05__Elev_53.0__dummy_nan__StationName_RESISTENCIA AERO__From_1961__To_2020__Nrec_29825__
0-20000-0-87155	[]	RESISTENCIA AERO	-27.467	-58.983	1957-01-01 00:00:00	1961-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87157__Latitude_-27.4667__Longitude_-58.9833__Elev_52.0__dummy_nan__StationName_RESISTENCIA__From_1957__To_1961__Nrec_1200__
0-20000-0-87344	[]	CORDOBA AERO	-31.317	-64.217	1959-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87344__Latitude_-31.3167__Longitude_-64.2167__Elev_484.0__dummy_nan__StationName_CORDOBA AERO__From_1959__To_2020__Nrec_25183__
0-20000-0-87418	[]	MENDOZA AERO	-32.833	-68.783	1974-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87418__Latitude_-32.8333__Longitude_-68.7833__Elev_705.0__dummy_nan__StationName_MENDOZA AERO__From_1974__To_2020__Nrec_16198__
0-20000-0-87420	[]	MENDOZA OBSERVATORIO	-32.883	-68.85	1965-01-01 00:00:00	1973-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87420__Latitude_-32.8833__Longitude_-68.85__Elev_827.0__dummy_nan__StationName_OBSERV MENDOZA__From_1965__To_1973__Nrec_3075__
0-20000-0-87576	[]	EZEIZA AERO	-34.817	-58.533	1957-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87576__Latitude_-34.8167__Longitude_-58.5333__Elev_20.0__dummy_nan__StationName_EZEIZA AERO__From_1957__To_2020__Nrec_38440__
0-20000-0-87585	[]	BUENOS AIRES OBSERVATORIO	-34.58	-58.48	1957-01-01 00:00:00	1957-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87585__Latitude_-34.58__Longitude_-58.48__Elev_25.0__dummy_nan__StationName_BUENOS AIRES__From_1957__To_1957__Nrec_107__
0-20000-0-87596	[]	PUNTA INDIO B.A.	-35.367	-57.283	1975-01-01 00:00:00	1978-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87596__Latitude_-35.367__Longitude_-57.283__Elev_22.0__dummy_nan__StationName_PUNTA INDIO B.A.__From_1975__To_1978__Nrec_151__
0-20000-0-87623	[]	SANTA ROSA AERO	-36.567	-64.267	1965-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87623__Latitude_-36.5667__Longitude_-64.2667__Elev_190.0__dummy_nan__StationName_SANTA ROSA AERO__From_1965__To_2020__Nrec_25256__
0-20000-0-87715	[]	NEUQUEN AERO	-38.95	-68.133	1957-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87715__Latitude_-38.95__Longitude_-68.1333__Elev_270.0__dummy_nan__StationName_NEUQUEN AERO__From_1957__To_2020__Nrec_18547__
0-20000-0-87750	[]	BAHIA BLANCA AERO	-38.733	-62.167	1964-01-01 00:00:00	1993-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87748__Latitude_-38.7333__Longitude_-62.1667__Elev_75.0__dummy_nan__StationName_COMANDANTE ESPORA__From_1964__To_1993__Nrec_13733__
0-20000-0-87828	[]	TRELEW AERO	-43.233	-65.3	1973-01-01 00:00:00	1975-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87827__Latitude_-43.2333__Longitude_-65.3__Elev_42.0__dummy_nan__StationName_ALMIRANTE ZAR__From_1973__To_1975__Nrec_1150__
0-20000-0-87860	[]	COMODORO RIVADAVIA AERO	-45.783	-67.5	1958-01-01 00:00:00	2020-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87860__Latitude_-45.7833__Longitude_-67.5__Elev_58.0__dummy_nan__StationName_COMODORO RIVADAVIA AERO__From_1958__To_2020__Nrec_24424__
0-20000-0-87925	[]	RIO GALLEGOS AERO	-51.633	-69.217	1967-01-01 00:00:00	1977-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87926__Latitude_-51.6333__Longitude_-69.2167__Elev_20.0__dummy_nan__StationName_RIO GALLEGOS B. A.__From_1967__To_1977__Nrec_4526__
0-20000-0-87934	[]	RIO GRANDE B.A.	-53.8	-67.75	1977-01-01 00:00:00	1984-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87934__Latitude_-53.8__Longitude_-67.75__Elev_22.0__dummy_nan__StationName_RIO GRANDE AIRPORT__From_1977__To_1984__Nrec_3267__
0-20000-0-87938	[]	USHUAIA AERO	-54.8	-68.317	1957-01-01 00:00:00	1967-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_87938__Latitude_-54.8__Longitude_-68.3167__Elev_6.0__dummy_nan__StationName_USHUAIA__From_1957__To_1967__Nrec_1943__
0-20000-0-88986	[]	SOUTH THULE IS.	-59.45	-27.267	1980-01-01 00:00:00	1981-12-31 00:00:00	CC_AR__Network_M__Code_000__StationId_88946__Latitude_-59.45__Longitude_-27.267__Elev_15.0__dummy_nan__StationName_CORBETA URUGUAY DN__From_1980__To_1981__Nrec_275__
0-20000-0-94120	[]	DARWIN AIRPORT	-12.424	130.893	1943-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94120__Latitude_-12.4239__Longitude_130.8925__Elev_31.4__dummy_nan__StationName_DARWIN AIRPORT__From_1943__To_2020__Nrec_93249__
0-20000-0-94150	[]	GOVE AIRPORT	-12.274	136.82	1985-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94150__Latitude_-12.2742__Longitude_136.8203__Elev_62.5__dummy_nan__StationName_GOVE AIRPORT__From_1985__To_2020__Nrec_33905__
0-20000-0-94170	[]	WEIPA AERO	-12.678	141.921	1993-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94170__Latitude_-12.6778__Longitude_141.9208__Elev_19.2__dummy_nan__StationName_WEIPA AERO__From_1993__To_2020__Nrec_12507__
0-20000-0-94174	[]	HORN ISLAND	-10.583	142.217	1951-01-01 00:00:00	1993-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94175__Latitude_-10.583__Longitude_142.217__Elev_60.0__dummy_nan__StationName_THURSDAY IL/HORN IL__From_1951__To_1993__Nrec_21187__
0-20000-0-94203	[]	BROOME AIRPORT	-17.948	122.235	1950-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94203__Latitude_-17.9475__Longitude_122.2353__Elev_17.4__dummy_nan__StationName_BROOME AIRPORT__From_1950__To_2020__Nrec_83256__
0-20000-0-95205	[]	DERBY AERO	-17.317	123.633	1972-01-01 00:00:00	1981-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94205__Latitude_-17.3167__Longitude_123.6333__Elev_8.0__dummy_nan__StationName_DERBY__From_1972__To_1981__Nrec_7081__
0-20000-0-94212	[]	HALLS CREEK AIRPORT	-18.229	127.664	1950-01-01 00:00:00	2016-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94212__Latitude_-18.2292__Longitude_127.6636__Elev_410.3__dummy_nan__StationName_HALLS CREEK AIRPORT__From_1950__To_2016__Nrec_52731__
0-20000-0-94234	[]	DALY WATERS AWS	-16.267	133.383	1948-01-01 00:00:00	1970-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94234__Latitude_-16.2667__Longitude_133.3833__Elev_217.0__dummy_nan__StationName_DALY WATERS__From_1948__To_1970__Nrec_20570__
0-20000-0-94238	[]	TENNANT CREEK AIRPORT	-19.642	134.183	1969-01-01 00:00:00	2012-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94238__Latitude_-19.6422__Longitude_134.1833__Elev_376.7__dummy_nan__StationName_TENNANT CREEK AIRPORT__From_1969__To_2012__Nrec_46728__
0-20000-0-94260	[]	BURKETOWN AIRPORT	-17.733	139.533	1987-01-01 00:00:00	1987-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94259__Latitude_-17.7333__Longitude_139.5333__Elev_8.0__dummy_nan__StationName_BURKETOWN__From_1987__To_1987__Nrec_145__
0-20000-0-94266	[]	NORMANTON AIRPORT	-17.683	141.067	1950-01-01 00:00:00	1951-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94266__Latitude_-17.6833__Longitude_141.0667__Elev_22.0__dummy_nan__StationName_NORMANTON AIRPORT__From_1950__To_1951__Nrec_229__
0-20000-0-94287	[]	CAIRNS AERO	-16.874	145.746	1947-01-01 00:00:00	2014-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94287__Latitude_-16.8736__Longitude_145.7458__Elev_3.0__dummy_nan__StationName_CAIRNS AERO__From_1947__To_2014__Nrec_79304__
0-20000-0-94294	[]	TOWNSVILLE AERO	-19.248	146.766	1943-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94294__Latitude_-19.2483__Longitude_146.7661__Elev_5.5__dummy_nan__StationName_TOWNSVILLE AERO__From_1943__To_2020__Nrec_87783__
0-20000-0-94299	[]	WILLIS ISLAND	-16.283	149.965	1947-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94299__Latitude_-16.2833__Longitude_149.965__Elev_9.0__dummy_nan__StationName_WILLIS ISLAND__From_1947__To_2020__Nrec_68460__
0-20000-0-94300	[]	CARNARVON AIRPORT	-24.888	113.67	1950-01-01 00:00:00	2012-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94300__Latitude_-24.8878__Longitude_113.67__Elev_4.0__dummy_nan__StationName_CARNARVON AIRPORT__From_1950__To_2012__Nrec_71908__
0-20000-0-94302	[]	LEARMONTH AIRPORT	-22.241	114.097	1975-01-01 00:00:00	2020-12-31 00:00:00	CC_AS__Network_M__Code_000__StationId_94302__Latitude_-22.2406__Longitude_114.0967__Elev_6.0__dummy_nan__StationName_LEARMONTH AIRPORT__From_1975__To_2020__Nrec_42871__
