	station_id	WMO_id	station_name	latitude	longitude	start_date	end_date	elevation	isRadio
145	12717	78073.0	NASSAU AP	25.05	-77.47	19720901	19950101	3.048	
146	12717	78073.0	NASSAU AP	25.05	-77.47	19950101	99991231	3.048	
147	11708		NAVASSA ISLAND	18.48	-75.02	19440301	19440930	20.1168	
148	11713		NAVASSA ISLAND	18.4	-75.02	19170101	19291031		
149	12716		SAN SALVADOR	24.07	-74.52	19550201	19641231	9.144	
150	12702		SOUTH CAICOS ISLAND	21.48	-71.52	19440101	19470930	4.2672	
151	12707		WALKER CAY	27.27	-78.38	19431101	19440630	9.144	
152	32509		SHAIKH ISA NODE 023	25.92	50.58	19900823	19910531	1.8288000000000002	
153	11501		CHRISTS CHURCH	13.07	-59.5	19430901	19451231	55.168800000000005	
154	11504		RAGGED PT AIR SAMPLE	13.17	-59.43	19871114	99991231	3.048	
155	35007		ENSIVAL	50.58	5.87	19450201	19450831	140.208	
156	35006		KEERBERGEN	51.0	4.62	19450201	19450430	10.0584	
157	11818		BELIZE CITY	17.53	-88.3	10101	99991231	5.1816	
158	13601	78016.0	BERMUDA	32.37	-64.68	19700701	99991231	6.096	
159	13601	78016.0	BERMUDA	32.37	-64.68	19411201	19700701	6.096	
160	13602		BERMUDA	32.27	-64.85	19411201	19650531	13.1064	
161	13604		SOUTHHAMPTON AIR SAM	32.27	-65.88	19890511	99991231	30.1752	
162	13603		ST DAVIDS HEAD AIR S	32.37	-64.65	19890213	99991231	30.1752	
163	51601		LA PAZ	-16.52	-68.18	19630901	19950101	4069.0800000000004	
164	51601		LA PAZ	-16.52	-68.18	19950101	99991231	4069.0800000000004	
165	64117		CAMP DEMI	44.22	18.73	19990101	99991231	510.54	
166	10504		AMAPA	2.08	-50.87	19430401	19460930	10.0584	
167	10507		AMAPA	2.08	-50.87	19431201	19440831	10.0584	
168	51304		ARATU	-12.78	-38.5	19430601	19450531	45.110400000000006	
169	52402		CAMP DO MARTE	-23.52	-46.62	19550201	19590228	720.2424000000001	
170	51401		CAMP ECLIPSE	-17.2	-43.67	19470401	19470531		
171	51303		CARAVELLAS	-17.67	-39.27	19440101	19450531	10.0584	
172	10505		CLEVELANDIA	3.87	-51.82	19431001	19451031	29.260800000000003	
173	50301		FERNANDO DE NORONHA	-3.83	-32.42	19430501	19620430	38.1	
174	50305		FERNANDO DE NORONHA	-3.85	-32.42	19440801	19450531	40.2336	
175	50310		FERNANDO DE NORONHA	-3.85	-32.42	19440601	19440731	42.062400000000004	
176	50302		FORTALEZA	-3.77	-38.55	19430401	19460930	23.1648	
177	50306		FORTALEZA	-3.73	-38.57	19440101	19450531	26.2128	
178	52501		GRAVATAI	-29.95	-51.13	19500601	19541231	25.2984	
179	11503		HARP	13.1	-59.62	19660101	99991231	10.0584	
180	50404		IGARAPE	-1.07	-47.62	19450501	19450930	57.302400000000006	
181	50405		IGARAPE	-1.07	-47.62	19440101	19450331	57.302400000000006	
182	51301		IPITANGA	-12.9	-38.35	19430801	19460331	7.010400000000001	
183	51302		IPITANGA	-12.9	-38.35	19431001	19450430	6.096	
184	10506		MACAPA	0.03	-51.02	19430701	19450930	15.24	
185	50307		MACEIO	-9.52	-35.82	19431201	19450630	112.16640000000001	
186	50308		NATAL	-5.88	-35.23	19430901	19440630	48.1584	
187	50402		PANAIR	-2.9	-40.87	19430501	19450930	7.010400000000001	
188	50304		PARNAMIRIM	-5.9	-35.25	19430801	19460930	50.292	
189	50303		RECIFE	-8.12	-34.92	19430801	19660930	9.144	
190	50309		RECIFE FAW 16	-8.12	-34.92	19431201	19440731	10.0584	
191	52401		SANTA CRUZ	-22.92	-43.78	19431201	19450831	3.048	
192	50403		SAO LUIZ	-2.58	-44.23	19430501	19460831	47.244	
193	50406		SAO LUIZ	-2.6	-44.52	19431201	19440831	53.0352	
194	50401		VAL DE CANS	-1.38	-48.48	19421001	19461031	13.1064	
195	32945		AKYAB	20.13	92.88	19450301	19460430	7.010400000000001	
196	32952		ALON	22.22	95.1	19450201	19450228	74.0664	
197	32939		BAHE	23.38	96.57	19450201	19450831	126.1872	
198	32936		BHAMO	24.27	97.25	19450101	19451031	123.1392	
199	32950		DWEHLA	21.63	96.03	19450401	19450430	77.1144	
200	32903		FT HERTZ	27.4	97.4	19430301	19441031	455.06640000000004	
201	32940		INDAINGGALE	23.28	94.08	19450101	19450228	121.0056	
202	32943		KUTKAI	23.47	97.92	19450301	19450531	372.1608	
203	31902		KYAUKPYU RAMREE ISLA	19.43	93.57	19450401	19450630	6.096	
204	32942		LASHIO	22.98	97.75	19450301	19450831	750.1128	
205	32922		MAINGKWAN	26.33	96.62	19440501	19440531	204.216	
206	32953		MEIKTILA	20.88	95.88	19450301	19450430	229.20960000000002	
207	32949		MYINGYAN	21.48	95.43	19450401	19450531	79.248	
208	32927		MYITKYINA	25.38	97.35	19440501	19450930	146.304	
209	32930		MYITKYINA	25.42	97.4	19441101	19450531	137.16	
210	31901		RANGOON	16.92	96.15	19450601	19451231	34.1376	
211	32929		SAHMAW	25.23	96.78	19441001	19450531	179.22240000000002	
212	32925		SHINGBWIYANG	26.68	96.22	19440401	19450831	208.1784	
213	32938		SHWEBO	22.58	95.73	19450201	19450930	125.2728	
214	32941		SINTHE	21.4	94.63	19450201	19450331	125.2728	
215	32923		SUMPRABUM	26.55	97.55	19440401	19441031	1053.084	
216	32924		TINGKAWK SAKAN	26.07	96.72	19440501	19450228	246.2784	
217	32931		WAINGMAW	25.38	97.45	19441101	19450430	145.0848	
218	32926		WARAZUP	25.8	96.65	19440501	19450930	187.1472	
219	31903		ZAYATKWIN	17.13	96.33	19450501	19450531	9.144	
220	94646		BATHHURST AIRPORT	47.63	-65.75	20021125	99991231	59.1312	
221	25112		BANFF	51.18	-115.57	19340101	99991231	1397.2032000000002	
222	25133		BEAVERLODGE	55.2	-119.45	19350801	19541231	762.0	
223	25140		BEAVERLODGE	55.18	-119.37	19591001	19640131	762.0	
224	25146		BROOKS	50.55	-111.9	19660201	99991231	758.0376	
225	25110		CALGARY	51.1	-114.02	19340101	19950101	79.248	
226	25110		CALGARY	51.1	-114.02	19950101	99991231	79.248	
227	25130		CALGARY	51.1	-114.02	19430401	19450731	79.248	
228	25144		CANOE LAKE	54.95	-110.38	19630401	19710131	735.1776	
229	25136		CHESTERMERE LAKE	51.03	-113.73	19460301	19480930		
230	25126		CLARESHOLM	50.0	-113.63	19410801	19580930	14.020800000000001	
231	25129		COLD LAKE	54.42	-110.28	19521101	99991231	544.068	
232	25113		CORONATION	52.1	-111.45	19440501	99991231	798.2712	
233	94111		COWLEY	49.63	-114.08	19390201	19600831	1182.0144	
234	25102		EDMONTON	53.57	-113.52	19431201	19450131	666.2928	
235	25111		EDMONTON	53.57	-113.52	19281001	99991231	676.0464000000001	
236	25142		EDMONTON	53.32	-113.58	19590501	19950101	719.0232000000001	
237	25142		EDMONTON	53.32	-113.58	19950101	99991231	719.0232000000001	
238	25108		EDMONTON NAMAO	53.67	-113.48	19431201	19460331	697.0776000000001	
239	25108		EDMONTON NAMAO	53.67	-113.47	19550801	99991231	699.2112000000001	
240	25145		EDMONTON STONY	53.55	-114.1	19660101	99991231	767.1816	
241	25141		EDSON	53.58	-116.45	19600201	99991231	924.1536000000001	
242	25157		EDSON AUT	53.58	-116.45	19700501	99991231	925.0680000000001	
243	25103		EMBARRAS	58.2	-111.38	19430101	19620930	236.22	
244	25114		FAIRVIEW	56.07	-118.38	19310901	19700430	658.0632	
245	25104		FAWCETT	54.47	-114.1	19430501	19450831	624.2304	
246	25151		FOOTNER FR	58.62	-117.17	19701001	99991231	336.19440000000003	
247	25143		FT CHIPEWYAN	58.72	-111.15	19621001	19671031	219.15120000000002	
248	25148		FT CHIPEWYAN	58.77	-111.12	19671101	99991231	228.29520000000002	
249	25131		FT VERMILION	58.38	-116.05	19480501	19710131	283.1592	
250	25115		GRANDE PRAIRIE	55.18	-118.88	19420101	99991231	668.1216000000001	
251	25147		HIGH LEVEL	58.52	-117.1	19670601	19701031	327.0504	
252	25137		HIGH RIVER	50.47	-114.17	19210701	19290630	1183.2336	
253	25116		JASPER	52.88	-118.07	19340901	99991231	1061.0088	
254	25155		JASPER HINTON	53.32	-117.75	19710901	99991231	223.11360000000002	
255	25117		KEG RIVER	57.78	-117.83	19350701	19570430	427.0248	
256	25125		LAC LA BICHE	54.77	-112.02	19440501	99991231	559.0032	
257	25158		LAC LA BICHE AUT	54.77	-112.02	19581001	99991231	568.1472	
258	25109		LITTLE SMOKEY	55.32	-116.98	19431001	19431231	611.124	
259	94148		MACLEOD	49.7	-113.42	19410401	19441031	960.12	
260	25105		MCMURRAY	56.65	-111.22	19340101	19441231	371.2464	
261	25118		MEDICINE HAT	50.02	-110.72	19340101	99991231	721.1568000000001	
262	25138		MORLEY	51.17	-114.85	19200901	19201031		
263	25139		OGDEN	50.97	-113.98	19460301	19480930		
264	25101		PEACE RIVER	56.23	-117.43	19431201	19450930	569.0616	
265	94153		PINCHER CREEK	49.5	-113.95	19600801	99991231	1155.192	
266	94164		PINCHER CREEK AP	49.52	-114.0	19790601	99991231	190.1952	
267	94159		PINCHER CREEK AUT	49.5	-113.95	19600801	99991231	115.51920000000001	
268	94165		PINCHER CREEK AUT	49.52	-114.0	19790601	99991231	190.1952	
269	25154		PRIMROSE LAKE ROK SD	54.8	-110.08	19670401	99991231	703.1736000000001	
270	25119		RED DEER	52.18	-113.9	19380201	99991231	904.0368000000001	
271	25121		ROCKY MOUNTAIN HOUSE	52.38	-114.92	19450101	99991231	1015.2888	
272	25156		ROCKY MOUNTAIN HOUSE	52.43	-114.92	19780101	99991231	988.1616	
273	25159		ROCKY MOUNTAIN HOUSE	52.43	-114.9	19690601	99991231	988.1616	
274	25160		ROCKY MOUNTAIN HOUSE	52.43	-114.92	19780101	99991231	988.1616	
275	25153		SLAVE LAKE	55.3	-114.78	19711101	99991231	584.3016	
276	25132		STONEY MOUNTAIN	56.38	-111.27	19571001	19640131	780.288	
277	25122		SUFFIELD	50.27	-111.18	19450401	99991231	775.1064	
278	25106		VALLEY VIEW	55.08	-117.25	19440201	19450831	739.14	
279	25123		VERMILION	53.35	-110.83	19450801	99991231	621.1824	
280	25135		VULCAN	50.4	-113.43	19430901	19450531	1183.2336	
281	25107		WAGNER	55.35	-114.98	19430601	19711130	584.3016	
282	25124		WHITECOURT	54.13	-115.67	19420501	99991231	741.2736	
283	25161		WHITECOURT AUT	54.15	-115.78	19780801	99991231	406.2984	
284	25166		CALGARY SPRINGBANK I	51.1	-114.03	19841211	99991231	1200.3024	
285	25165		EDMONTON BILLENTUVE	53.67	-113.87	19841101	99991231	686.1048000000001	
286	94188		LETHBRIDGE	49.7	-112.78	19851015	99991231	899.4648000000001	
287	25168		SOUSA CREEK	58.58	-118.5	19901210	19950101	373.0752	
288	25168		SOUSA CREEK	58.58	-118.5	19950101	99991231	373.0752	
289	24288		ABBOTSFORD	49.02	-122.37	19440301	19950101	60.0456	
290	24288		ABBOTSFORD	49.02	-122.37	19950101	99991231	60.0456	
291	25212		ALERT BAY	50.58	-126.93	19390101	99991231	52.1208	
292	94233		ALLISON PASS	49.13	-120.83	19580901	99991231	1341.1200000000001	
293	25230		ALTA LAKE	50.15	-122.95	19501001	99991231	668.1216000000001	
294	94272		AMPHITRITE POINT	48.92	-125.55	10101	99991231	651.0528	
295	25213		ASHCROFT	50.7	-121.32	19441001	19710331	488.2896	
296	25351		ATLIN	59.58	-133.72	19340101	19460930	732.1296	
297	25163		BANFF	51.2	-115.55	19810201	99991231	397.1544	
298	25214		BEATTON RIVER	57.38	-121.38	19440201	19671031	840.0288	
299	25240		BELLA BELLA	52.15	-128.08	19400101	19451231	12.192	
300	14628		BLISSVILLE	45.62	-66.55	19400101	19510430	22.250400000000003	
301	25149		BLUE RIVER	52.02	-119.07	19691201	99991231	683.0568000000001	
302	25162		BLUE RIVER AUT	52.12	-119.3	19790601	99991231	307.2384	
303	25354		BONILLA ISLAND	53.5	-130.63	19650501	99991231	14.020800000000001	
304	94229		BOUNDARY BAY	49.0	-122.73	19421201	19450930	2.1336	
305	25215		BULL HARBOUR	50.92	-127.95	19381201	99991231	4.2672	
306	25252		BURNS LAKE	54.22	-125.77	19690201	19901201	704.0880000000001	
307	25201		CAMP BLUEBERRY	56.7	-121.75	19430701	19450831	905.2560000000001	
308	94241		CAMPBELL RIVER	49.95	-125.27	19670201	99991231	98.1456	
309	94252		CAMPBELL RIVER AUT	49.95	-125.27	19790601	99991231	656.2344	
310	24289		CAPE LAZO	49.7	-124.87	19351101	19620930	38.1	
311	25250		CAPE SCOTT	50.78	-128.42	19651201	99991231	72.2376	
312	25342		CAPE ST JAMES	51.93	-131.02	19441201	99991231	89.00160000000001	
313	94109		CARMI	49.5	-119.08	19381201	19621231	245.0592	
314	94110		CASTLEGAR	49.3	-117.63	19480101	99991231	492.252	
315	25244		CHATHAM POINT	50.33	-125.43	19580601	99991231	20.1168	
316	24291		CHILLIWACK	49.17	-121.95	19490301	19491031	6.096	
317	25254		CLINTON	51.15	-121.05	19710101	99991231	1056.132	
318	25245		COAL HARBOUR	50.43	-127.58	19420101	19450731	14.020800000000001	
319	25202		COAL RIVER	59.65	-127.07	19501001	19610731	507.1872	
320	24292		COMOX	49.72	-124.9	19440101	19950101	23.1648	
321	24292		COMOX	49.72	-124.9	19950101	99991231	23.1648	
322	94112		CRANBROOK	49.53	-115.77	19371201	19680228	918.0576000000001	
323	94157		CRANBROOK	49.6	-115.78	19680301	99991231	928.1160000000001	
324	94113		CRESCENT VALLEY	49.45	-117.57	19390301	19651130	610.2096	
325	25203		DAWSON CREEK	55.75	-120.25	19430501	19450831	671.1696000000001	
326	25238		DAWSON CREEK	55.78	-120.2	19571001	19640131	781.2024	
327	25248		DAWSON CREEK	55.73	-120.18	19640101	99991231	660.1968	
328	25352		DEADTREE POINT	53.37	-131.93	19390201	19481231	14.020800000000001	
329	25305		DEASE LAKE	58.42	-130.0	19440901	19451031	816.2544	
330	94237		DEPARTURE BAY RS	49.23	-123.95	19591001	99991231	18.288	
331	25216		DOG CREEK	51.63	-122.25	19440201	19601130	1027.1760000000002	
332	24293		ESTEVAN POINT	49.38	-126.53	19340101	99991231	5.1816	
333	94250		ESTEVAN POINT	49.38	-126.55	19790201	99991231	823.2648	
334	25239		ETHELDA BAY	53.05	-129.68	19571201	99991231	6.096	
335	94254		FATURNA ISLAND AUT	48.78	-123.05	10101	99991231	823.2648	
336	25217		FINLAY FORKS	56.0	-123.82	19450501	19510731	579.12	
337	25210		FORT NELSON	58.83	-122.58	19420201	19450630	375.2088	
338	25258		FORT SAINT JAMES AUT	54.42	-124.42	10101	99991231	328.2696	
339	25211		FORT ST JOHN	56.3	-120.83	19420701	19440228	674.2176000000001	
340	25231		FORT ST JOHN	56.23	-120.73	19420101	99991231	693.1152000000001	
341	25218		FT NELSON MUSKWA	58.83	-122.58	19370901	99991231	375.2088	
342	25232		GERMANSEN LANDING	55.78	-124.7	19510801	99991231	747.0648	
343	25237		HOLBERG	50.65	-128.0	19560701	99991231	569.0616	
344	24294		HOPE	49.38	-121.43	19361001	99991231	46.0248	
345	94283		HOPE	49.37	-121.48	19890209	99991231	39.0144	
346	94244		HOPE AUT	49.37	-121.48	19751101	99991231	39.0144	
347	25241		HUDSON HOPE	56.03	-121.92	19350801	19440930	490.1184	
348	25219		IVORY ISLAND	52.27	-128.4	19480801	19541231	15.24	
349	25220		KAMLOOPS	50.72	-120.42	19340101	99991231	345.03360000000004	
350	94151		KELOWNA	49.97	-119.38	19590201	99991231	428.244	
351	25234		KELSEY BAY	50.38	-125.95	19540201	19540930	5.1816	
352	94114		KIMBERLEY	49.73	-115.78	19420901	19690831	919.2768000000001	
353	25356		KINDA RUN POINT	53.32	-132.77	10101	99991231	638.2512	
354	25221		KLENA KLEENE	51.98	-124.65	19400401	19680531	899.1600000000001	
355	25343		LANGARA	54.25	-133.05	19360701	99991231	41.148	
356	25259		LAWN POINT AUT	50.33	-127.97	19800201	99991231	820.2168	
357	94108		LETHBRIDGE	49.63	-112.8	19360901	99991231	920.1912000000001	
358	25253		LIARD RIVER	59.45	-126.15	19691001	99991231	464.21040000000005	
359	25242		LILLODET	50.68	-121.93	19420501	19441231	255.1176	
360	25304		LOG CABIN	59.77	-134.98	19431201	19470131	884.2248000000001	
