"ID";"Project title";"Collection_name";"Original Country or Region";"Original City or Town or Village";"Station Name";"Platform";"Altitude";"Original_Latitude_Units";"Original_Longitude_Units";"Original_Altitude_Units";"Local Gravity";"Last modified";"Original_Location or Relocation";"Start Station Year Month Day";"End Station Year Month Day";"Start Record Year Month Day";"End Record Year Month Day";"WMO Region";"Latitude";"Longitude";"Current Station Name";"WMO_ID";"Network1_name";"Network1_ID";"Network2_name";"Network2_ID";"Country or Region";"City or Town or Village";"Time Resolution";"Observation Times";"Time Reference Meridian, or Other";"Estimated Station Days";"Time Gaps";"Vertical Coordinate";"Significant Levels Y or N";"Variable Name";"Units";"Original Units";"Variable Instrument";"Corrections or Conversions";"Observation Changes";"Type of Access (Public or Restricted)";"Data Owner";"Data Owner Link or contact";"Source";"Type of Initial Source";"Source Link (Images)";"Data Provider";"Data Provider (Link or contact)";"Data series in published databank citation";"State of Data Rescue";"Comments";"Project Status"
"110000011";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Dundo";"P";"745.0";"";"";"meters";"";"2018-09-24 08:50:16.510812+00:00";"";"1952-09-01";"1952-12-31";"1952-09-01";"1952-12-31";"Africa";"-7.37";"20.83";"";"-999";"Angola_Network";"";"";"";"Angola";"";"daily";"9";"UTC";"122";"";"altitude";"";"wind_speed";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000012";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Dundo";"P";"745.0";"";"";"meters";"";"2018-09-24 08:50:16.520394+00:00";"";"1952-09-01";"1952-12-31";"1952-09-01";"1952-12-31";"Africa";"-7.37";"20.83";"";"-999";"Angola_Network";"";"";"";"Angola";"";"daily";"9";"UTC";"122";"";"altitude";"";"wind_from_direction";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000013";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Goa";"P";"55.0";"";"";"meters";"";"2018-09-24 08:50:16.532403+00:00";"";"1913-01-01";"1956-04-30";"1954-05-01";"1956-04-30";"Asia";"15.43";"73.82";"";"43192";"India_Network";"";"";"";"Indian part of the Arabian Sea";"";"daily";"3";"UTC";"976";"";"altitude";"";"wind_speed";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000014";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Goa";"P";"55.0";"";"";"meters";"";"2018-09-24 08:50:16.543111+00:00";"";"1913-01-01";"1956-04-30";"1954-05-01";"1956-04-30";"Asia";"15.43";"73.82";"";"43192";"India_Network";"";"";"";"Indian part of the Arabian Sea";"";"daily";"3";"UTC";"976";"";"altitude";"";"wind_from_direction";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000015";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Luso";"P";"1328.0";"";"";"meters";"";"2018-09-24 08:50:16.554157+00:00";"";"1952-11-01";"";"1952-11-01";"1953-12-31";"Africa";"-11.78";"19.92";"Luena";"66285";"Angola_Network";"";"";"";"Angola";"";"daily";"15";"UTC";"426";"";"altitude";"";"wind_speed";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000016";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Luso";"P";"1328.0";"";"";"meters";"";"2018-09-24 08:50:16.566305+00:00";"";"1952-11-01";"";"1952-11-01";"1953-12-31";"Africa";"-11.78";"19.92";"Luena";"66285";"Angola_Network";"";"";"";"Angola";"";"daily";"15";"UTC";"426";"";"altitude";"";"wind_from_direction";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000017";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Lourenço Marques";"R";"37.0";"";"";"meters";"";"2018-09-24 08:50:16.576827+00:00";"";"1909-01-01";"";"1952-01-01";"1954-10-31";"Africa";"-25.92";"32.57";"Maputo(Mavalane)";"67341";"Mozambique_Network_MZ";"FQMA";"";"";"Mozambique";"";"daily";"0500 - 1952; 0300 - 1953/1954";"UTC";"1035";"";"pressure";"";"wind_speed";"";"";"radiosonde";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000018";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Lourenço Marques";"R";"37.0";"";"";"meters";"";"2018-09-24 08:50:16.586593+00:00";"";"1909-01-01";"";"1952-01-01";"1954-10-31";"Africa";"-25.92";"32.57";"Maputo(Mavalane)";"67341";"Mozambique_Network_MZ";"FQMA";"";"";"Mozambique";"";"daily";"0500 - 1952; 0300 - 1953/1954";"UTC";"1035";"";"pressure";"";"wind_from_direction";"";"";"radiosonde";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000019";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Lourenço Marques";"R";"37.0";"";"";"meters";"";"2018-09-24 08:50:16.598027+00:00";"";"1909-01-01";"";"1952-01-01";"1954-10-31";"Africa";"-25.92";"32.57";"Maputo(Mavalane)";"67341";"Mozambique_Network_MZ";"FQMA";"";"";"Mozambique";"";"daily";"0500 - 1952; 0300 - 1953/1954";"UTC";"1035";"";"pressure";"";"air_pressure";"";"";"radiosonde";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000020";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Lourenço Marques";"R";"37.0";"";"";"meters";"";"2018-09-24 08:50:16.608718+00:00";"";"1909-01-01";"";"1952-01-01";"1954-10-31";"Africa";"-25.92";"32.57";"Maputo(Mavalane)";"67341";"Mozambique_Network_MZ";"FQMA";"";"";"Mozambique";"";"daily";"0500 - 1952; 0300 - 1953/1954";"UTC";"1035";"";"pressure";"";"air_temperature";"ºC";"";"radiosonde";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000021";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Lourenço Marques";"R";"37.0";"";"";"meters";"";"2018-09-24 08:50:16.619255+00:00";"";"1909-01-01";"";"1952-01-01";"1954-10-31";"Africa";"-25.92";"32.57";"Maputo(Mavalane)";"67341";"Mozambique_Network_MZ";"FQMA";"";"";"Mozambique";"";"daily";"0500 - 1952; 0300 - 1953/1954";"UTC";"1035";"";"pressure";"";"dew_point_temperature";"ºC";"";"radiosonde";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000022";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Mormugão";"P";"48.0";"";"";"meters";"";"2018-09-24 08:50:16.630965+00:00";"";"1956-06-01";"1957-12-31";"1956-06-01";"1961-12-31";"Asia";"15.38";"73.82";"Mormugao";"-999";"India_Network";"";"";"";"India";"";"daily";"3";"UTC";"395";"";"altitude";"";"wind_speed";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000023";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"Mormugão";"P";"48.0";"";"";"meters";"";"2018-09-24 08:50:16.642962+00:00";"";"1956-06-01";"1957-12-31";"1956-06-01";"1961-12-31";"Asia";"15.38";"73.82";"Mormugao";"-999";"India_Network";"";"";"";"India";"";"daily";"3";"UTC";"395";"";"altitude";"";"wind_from_direction";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000024";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"São_Tomé";"P";"9.0";"";"";"meters";"";"2018-09-24 08:50:16.654295+00:00";"";"1872-01-01";"";"1953-01-01";"1972-12-31";"Africa";"0.38";"6.72";"";"61931";"TP_network";"FPST";"";"";"Sao Tome and Principe part of the Gulf of Guinea";"";"daily";"9";"UTC";"2190";"";"altitude";"";"wind_speed";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000025";"ERA-CLIM2 Portugal";"ERA-CLIM (FFCUL)";"";"";"São_Tomé";"P";"9.0";"";"";"meters";"";"2018-09-24 08:50:16.665755+00:00";"";"1872-01-01";"";"1953-01-01";"1972-12-31";"Africa";"0.38";"6.72";"";"61931";"TP_network";"FPST";"";"";"Sao Tome and Principe part of the Gulf of Guinea";"";"daily";"9";"UTC";"2190";"";"altitude";"";"wind_from_direction";"";"";"pilot_balloon";"";"";"public";"IDL/Instituto_de_Meteorologia";"mavalente@fc.ul.pt";"Anuário Climatológico de Portugal (IV Parte - Territórios Ultramarinos - Observações de Altitude)";"printed";"/ERA-CLIM (FFCUL)/Anais Col%c3%b3nias/";"Maria_Antónia_Valente";"mavalente@fc.ul.pt";"";"Hard copy;Imaged;Digitized Original Format/Units;Digitized formatted/IS units;Quality Control;Assimilated CHUAN";"";"completed"
"110000026";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Alençon";"P";"143.0";"";"";"meters";"";"2018-09-24 08:50:16.677516+00:00";"";"1945-08-01";"";"1946-01-01";"1957-12-31";"Europe";"48.445";"0.11";"";"7139";"Meteo-France_network";"61001001";"";"";"France";"";"";"";"";"4380";"";"altitude";"";"wind_speed";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Alençon";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000027";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Alençon";"P";"143.0";"";"";"meters";"";"2018-09-24 08:50:16.687332+00:00";"";"1945-08-01";"";"1946-01-01";"1957-12-31";"Europe";"48.445";"0.11";"";"7139";"Meteo-France_network";"61001001";"";"";"France";"";"";"";"";"4380";"";"altitude";"";"wind_from_direction";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Alençon";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000028";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Caen-Carpiquet";"P";"67.0";"";"";"meters";"";"2018-09-24 08:50:16.698407+00:00";"";"1944-10-01";"";"1945-06-01";"1957-03-31";"Europe";"49.18";"-0.456";"";"7027";"Meteo-France_network";"14137001";"OACI";"LFRK";"France";"";"";"";"";"3890";"";"altitude";"";"wind_speed";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Caen";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000029";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Caen-Carpiquet";"P";"67.0";"";"";"meters";"";"2018-09-24 08:50:16.709965+00:00";"";"1944-10-01";"";"1945-06-01";"1957-03-31";"Europe";"49.18";"-0.456";"";"7027";"Meteo-France_network";"14137001";"OACI";"LFRK";"France";"";"";"";"";"3890";"";"altitude";"";"wind_from_direction";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Caen";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000030";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Cherbourg-Maupertus";"P";"134.0";"";"";"meters";"";"2018-09-24 08:50:16.720972+00:00";"";"1945-01-01";"";"1945-01-01";"1957-12-31";"Europe";"49.652";"-1.463";"";"7024";"Meteo-France_network";"50209001";"OACI";"LFRC";"France";"";"";"";"";"4745";"";"altitude";"";"wind_speed";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Cherbourg";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000031";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Cherbourg-Maupertus";"P";"134.0";"";"";"meters";"";"2018-09-24 08:50:16.732219+00:00";"";"1945-01-01";"";"1945-01-01";"1957-12-31";"Europe";"49.652";"-1.463";"";"7024";"Meteo-France_network";"50209001";"OACI";"LFRC";"France";"";"";"";"";"4745";"";"altitude";"";"wind_from_direction";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Cherbourg";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
"110000032";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Fort de France-Desaix";"P";"143.0";"";"";"meters";"";"2018-09-24 08:50:16.744418+00:00";"";"1932-07-01";"";"1946-09-01";"1946-10-31";"North, Central America and the Caribbean";"14.617";"-61.063";"";"78926";"Meteo-France_network";"97209004";"";"";"France (Martinique)";"";"";"";"";"60";"";"altitude";"";"wind_speed";"";"";"pilot balloon";"";"";"";"Météo-France";"";"Carnet_mesure_sondages_Meteo-France_Desaix";"printed";"/METFR/";"Emeline_Roucaute";"";"";"";"";"active"
